timestamp,symbol,timeframe,value,price,signal
2024-06-01 04:14:00,BTC/USDT,1m,98392.41,100011.46,-
2024-06-01 04:15:00,BTC/USDT,1m,99180.48,100798.54,-
2024-06-01 04:16:00,BTC/USDT,1m,99987.35,101524.18,-
2024-06-01 04:17:00,BTC/USDT,1m,100743.0,102196.32,-
2024-06-01 04:18:00,BTC/USDT,1m,101509.34,103016.18,-
2024-06-01 04:19:00,BTC/USDT,1m,102246.23,103695.94,-
2024-06-01 04:20:00,BTC/USDT,1m,103018.09,104657.81,-
2024-06-01 04:21:00,BTC/USDT,1m,103832.54,105596.46,-
2024-06-01 04:22:00,BTC/USDT,1m,104681.01,106438.66,-
2024-06-01 04:23:00,BTC/USDT,1m,105513.43,107178.27,-
2024-06-01 04:24:00,BTC/USDT,1m,106389.32,108075.41,-
2024-06-01 04:25:00,BTC/USDT,1m,107228.54,108853.9,-
2024-06-01 04:26:00,BTC/USDT,1m,108028.47,109596.13,-
2024-06-01 04:27:00,BTC/USDT,1m,108804.1,110316.8,-
2024-06-01 04:28:00,BTC/USDT,1m,109612.38,111219.66,-
2024-06-01 04:29:00,BTC/USDT,1m,110429.34,112160.23,-
2024-06-01 04:30:00,BTC/USDT,1m,111265.46,113034.5,-
2024-06-01 04:31:00,BTC/USDT,1m,112115.5,113846.29,-
2024-06-01 04:32:00,BTC/USDT,1m,112972.72,114602.9,-
2024-06-01 04:33:00,BTC/USDT,1m,113823.22,115472.17,-
2024-06-01 04:34:00,BTC/USDT,1m,114668.35,116385.89,-
2024-06-01 04:35:00,BTC/USDT,1m,115515.83,117271.89,-
2024-06-01 04:36:00,BTC/USDT,1m,116385.09,118192.58,-
2024-06-01 04:37:00,BTC/USDT,1m,117297.94,119167.16,-
2024-06-01 04:38:00,BTC/USDT,1m,118222.72,120096.1,-
2024-06-01 04:39:00,BTC/USDT,1m,119163.84,121091.49,-
2024-06-01 04:40:00,BTC/USDT,1m,120136.39,122134.62,-
2024-06-01 04:41:00,BTC/USDT,1m,121135.35,123187.4,-
2024-06-01 04:42:00,BTC/USDT,1m,122153.74,124259.08,-
2024-06-01 04:43:00,BTC/USDT,1m,123204.25,125348.64,-
2024-06-01 04:44:00,BTC/USDT,1m,124280.17,126471.12,-
2024-06-01 04:45:00,BTC/USDT,1m,125363.27,127550.13,-
2024-06-01 04:46:00,BTC/USDT,1m,126459.34,128667.74,-
2024-06-01 04:47:00,BTC/USDT,1m,127515.24,129538.56,-
2024-06-01 04:48:00,BTC/USDT,1m,128551.96,130532.27,-
2024-06-01 04:49:00,BTC/USDT,1m,129600.97,131716.16,-
2024-06-01 04:50:00,BTC/USDT,1m,130616.58,132628.17,-
2024-06-01 04:51:00,BTC/USDT,1m,131595.43,133561.97,-
2024-06-01 04:52:00,BTC/USDT,1m,132606.08,134591.82,-
2024-06-01 04:53:00,BTC/USDT,1m,133603.14,135517.6,-
2024-06-01 04:54:00,BTC/USDT,1m,134613.05,136765.67,-
2024-06-01 04:55:00,BTC/USDT,1m,135622.92,137677.53,-
2024-06-01 04:56:00,BTC/USDT,1m,136694.77,138921.25,-
2024-06-01 04:57:00,BTC/USDT,1m,137774.14,139988.67,-
2024-06-01 04:58:00,BTC/USDT,1m,138868.82,140990.97,-
2024-06-01 04:59:00,BTC/USDT,1m,139895.26,141897.88,-
2024-06-01 05:00:00,BTC/USDT,1m,140951.35,142958.0,-
2024-06-01 05:01:00,BTC/USDT,1m,141978.79,144058.45,-
2024-06-01 05:02:00,BTC/USDT,1m,143006.8,145128.7,-
2024-06-01 05:03:00,BTC/USDT,1m,143988.69,145900.43,-
2024-06-01 05:04:00,BTC/USDT,1m,144984.22,146875.52,-
2024-06-01 05:05:00,BTC/USDT,1m,145992.92,148001.5,-
2024-06-01 05:06:00,BTC/USDT,1m,147025.85,149223.08,-
2024-06-01 05:07:00,BTC/USDT,1m,148080.2,150400.48,-
2024-06-01 05:08:00,BTC/USDT,1m,149216.26,151580.7,-
2024-06-01 05:09:00,BTC/USDT,1m,150438.37,152986.11,-
2024-06-01 05:10:00,BTC/USDT,1m,151655.5,154087.14,-
2024-06-01 05:11:00,BTC/USDT,1m,152861.68,155253.96,-
2024-06-01 05:12:00,BTC/USDT,1m,154102.8,156606.07,-
2024-06-01 05:13:00,BTC/USDT,1m,155379.19,157962.68,-
2024-06-01 05:14:00,BTC/USDT,1m,156625.41,159217.22,-
2024-06-01 05:15:00,BTC/USDT,1m,157886.39,160392.0,-
2024-06-01 05:16:00,BTC/USDT,1m,159189.63,161770.17,-
2024-06-01 05:17:00,BTC/USDT,1m,160475.07,163033.29,-
2024-06-01 05:18:00,BTC/USDT,1m,161776.9,164471.83,-
2024-06-01 05:19:00,BTC/USDT,1m,163098.18,165823.63,-
2024-06-01 05:20:00,BTC/USDT,1m,164438.84,167095.28,-
2024-06-01 05:21:00,BTC/USDT,1m,165789.96,168525.76,-
2024-06-01 05:22:00,BTC/USDT,1m,167140.48,169785.9,-
2024-06-01 05:23:00,BTC/USDT,1m,168472.49,171131.9,-
2024-06-01 05:24:00,BTC/USDT,1m,169772.86,172325.44,-
2024-06-01 05:25:00,BTC/USDT,1m,171112.16,173791.82,-
2024-06-01 05:26:00,BTC/USDT,1m,172458.87,175259.31,-
2024-06-01 05:27:00,BTC/USDT,1m,173804.7,176515.04,-
2024-06-01 05:28:00,BTC/USDT,1m,175140.32,177810.0,-
2024-06-01 05:29:00,BTC/USDT,1m,176536.8,179307.81,-
2024-06-01 05:30:00,BTC/USDT,1m,177973.6,180975.84,-
2024-06-01 05:31:00,BTC/USDT,1m,179395.39,182368.28,-
2024-06-01 05:32:00,BTC/USDT,1m,180842.19,183749.01,-
2024-06-01 05:33:00,BTC/USDT,1m,182309.04,185144.28,-
2024-06-01 05:34:00,BTC/USDT,1m,183805.73,186791.22,-
2024-06-01 05:35:00,BTC/USDT,1m,185257.28,188233.59,-
2024-06-01 05:36:00,BTC/USDT,1m,186705.34,189608.62,-
2024-06-01 05:37:00,BTC/USDT,1m,188197.45,191209.55,-
2024-06-01 05:38:00,BTC/USDT,1m,189683.36,192573.84,-
2024-06-01 05:39:00,BTC/USDT,1m,191137.51,194061.97,-
2024-06-01 05:40:00,BTC/USDT,1m,192580.47,195448.36,-
2024-06-01 05:41:00,BTC/USDT,1m,194079.56,197104.09,-
2024-06-01 05:42:00,BTC/USDT,1m,195564.75,198635.51,-
2024-06-01 05:43:00,BTC/USDT,1m,197140.57,200452.9,-
2024-06-01 05:44:00,BTC/USDT,1m,198685.56,201786.92,-
2024-06-01 05:45:00,BTC/USDT,1m,200257.33,203307.25,-
2024-06-01 05:46:00,BTC/USDT,1m,201777.21,204703.46,-
2024-06-01 05:47:00,BTC/USDT,1m,203270.53,206102.1,-
2024-06-01 05:48:00,BTC/USDT,1m,204724.79,207724.22,-
2024-06-01 05:49:00,BTC/USDT,1m,206263.88,209482.39,-
2024-06-01 05:50:00,BTC/USDT,1m,207793.13,210953.47,-
2024-06-01 05:51:00,BTC/USDT,1m,209368.65,212581.08,-
2024-06-01 05:52:00,BTC/USDT,1m,211006.99,214293.79,-
2024-06-01 05:53:00,BTC/USDT,1m,212647.19,215925.23,-
2024-06-01 05:54:00,BTC/USDT,1m,214207.16,217282.21,-
2024-06-01 05:55:00,BTC/USDT,1m,215830.22,219068.81,-
2024-06-01 05:56:00,BTC/USDT,1m,217481.19,220835.92,-
2024-06-01 05:57:00,BTC/USDT,1m,219144.03,222607.98,-
2024-06-01 05:58:00,BTC/USDT,1m,220878.18,224595.98,-
2024-06-01 05:59:00,BTC/USDT,1m,222651.0,226146.32,-
2024-06-01 06:00:00,BTC/USDT,1m,224365.61,227641.87,-
2024-06-01 06:01:00,BTC/USDT,1m,226049.1,229253.35,-
2024-06-01 06:02:00,BTC/USDT,1m,227747.37,231099.32,-
2024-06-01 06:03:00,BTC/USDT,1m,229365.44,232686.34,-
2024-06-01 06:04:00,BTC/USDT,1m,230996.33,234300.79,-
2024-06-01 06:05:00,BTC/USDT,1m,232661.99,235970.13,-
2024-06-01 06:06:00,BTC/USDT,1m,234409.32,237990.04,-
2024-06-01 06:07:00,BTC/USDT,1m,236131.16,239708.52,-
2024-06-01 06:08:00,BTC/USDT,1m,237899.24,241526.74,-
2024-06-01 06:09:00,BTC/USDT,1m,239698.2,243295.59,-
2024-06-01 06:10:00,BTC/USDT,1m,241542.64,245192.29,-
2024-06-01 06:11:00,BTC/USDT,1m,243347.66,247015.17,-
2024-06-01 06:12:00,BTC/USDT,1m,245185.97,248900.06,-
2024-06-01 06:13:00,BTC/USDT,1m,247020.81,250700.96,-
2024-06-01 06:14:00,BTC/USDT,1m,248863.09,252506.98,-
2024-06-01 06:15:00,BTC/USDT,1m,250739.1,254572.33,-
2024-06-01 06:16:00,BTC/USDT,1m,252702.63,256832.8,-
2024-06-01 06:17:00,BTC/USDT,1m,254691.16,258842.73,-
2024-06-01 06:18:00,BTC/USDT,1m,256709.84,260794.34,-
2024-06-01 06:19:00,BTC/USDT,1m,258842.07,263168.13,-
2024-06-01 06:20:00,BTC/USDT,1m,260912.78,264925.89,-
2024-06-01 06:21:00,BTC/USDT,1m,262968.83,267113.08,-
2024-06-01 06:22:00,BTC/USDT,1m,265037.96,269188.34,-
2024-06-01 06:23:00,BTC/USDT,1m,267125.99,271234.5,-
2024-06-01 06:24:00,BTC/USDT,1m,269083.87,272957.53,-
2024-06-01 06:25:00,BTC/USDT,1m,271084.02,274926.63,-
2024-06-01 06:26:00,BTC/USDT,1m,273042.55,276905.75,-
2024-06-01 06:27:00,BTC/USDT,1m,274994.84,278949.78,-
2024-06-01 06:28:00,BTC/USDT,1m,277031.03,281415.47,-
2024-06-01 06:29:00,BTC/USDT,1m,279177.75,283691.13,-
2024-06-01 06:30:00,BTC/USDT,1m,281366.6,285870.89,-
2024-06-01 06:31:00,BTC/USDT,1m,283608.83,288116.9,-
2024-06-01 06:32:00,BTC/USDT,1m,285839.99,290105.55,-
2024-06-01 06:33:00,BTC/USDT,1m,287972.24,292076.75,-
2024-06-01 06:34:00,BTC/USDT,1m,290184.69,294753.35,-
2024-06-01 06:35:00,BTC/USDT,1m,292422.87,297061.8,-
2024-06-01 06:36:00,BTC/USDT,1m,294634.56,299175.33,-
2024-06-01 06:37:00,BTC/USDT,1m,296897.71,301421.31,-
2024-06-01 06:38:00,BTC/USDT,1m,299286.99,304023.14,-
2024-06-01 06:39:00,BTC/USDT,1m,301599.58,306316.31,-
2024-06-01 06:40:00,BTC/USDT,1m,303997.91,309053.46,-
2024-06-01 06:41:00,BTC/USDT,1m,306367.18,311021.66,-
2024-06-01 06:42:00,BTC/USDT,1m,308753.47,313352.76,-
2024-06-01 06:43:00,BTC/USDT,1m,311163.93,316075.46,-
2024-06-01 06:44:00,BTC/USDT,1m,313522.14,318107.38,-
2024-06-01 06:45:00,BTC/USDT,1m,315768.23,320283.89,-
2024-06-01 06:46:00,BTC/USDT,1m,318029.55,322328.24,-
2024-06-01 06:47:00,BTC/USDT,1m,320349.18,324950.94,-
2024-06-01 06:48:00,BTC/USDT,1m,322602.67,327342.91,-
2024-06-01 06:49:00,BTC/USDT,1m,325029.22,330240.12,-
2024-06-01 06:50:00,BTC/USDT,1m,327494.99,332612.73,-
2024-06-01 06:51:00,BTC/USDT,1m,330029.97,335003.13,-
2024-06-01 06:52:00,BTC/USDT,1m,332575.77,337679.97,-
2024-06-01 06:53:00,BTC/USDT,1m,335193.83,340433.19,-
2024-06-01 06:54:00,BTC/USDT,1m,337742.28,342982.4,-
2024-06-01 06:55:00,BTC/USDT,1m,340343.83,345620.44,-
2024-06-01 06:56:00,BTC/USDT,1m,343015.12,348359.59,-
2024-06-01 06:57:00,BTC/USDT,1m,345678.37,350996.21,-
2024-06-01 06:58:00,BTC/USDT,1m,348233.41,353208.42,-
2024-06-01 06:59:00,BTC/USDT,1m,350838.93,356010.0,-
2024-06-01 07:00:00,BTC/USDT,1m,353431.95,358585.52,-
2024-06-01 07:01:00,BTC/USDT,1m,355915.85,360779.1,-
2024-06-01 07:02:00,BTC/USDT,1m,358477.46,363804.27,-
2024-06-01 07:03:00,BTC/USDT,1m,361201.3,366827.62,-
2024-06-01 07:04:00,BTC/USDT,1m,363736.21,368684.53,-
2024-06-01 07:05:00,BTC/USDT,1m,366234.2,371075.46,-
2024-06-01 07:06:00,BTC/USDT,1m,368832.86,373772.41,-
2024-06-01 07:07:00,BTC/USDT,1m,371329.34,376286.69,-
2024-06-01 07:08:00,BTC/USDT,1m,373764.64,379004.13,-
2024-06-01 07:09:00,BTC/USDT,1m,376523.84,382480.51,-
2024-06-01 07:10:00,BTC/USDT,1m,379355.28,385232.65,-
2024-06-01 07:11:00,BTC/USDT,1m,382382.03,388906.15,-
2024-06-01 07:12:00,BTC/USDT,1m,385488.26,391817.84,-
2024-06-01 07:13:00,BTC/USDT,1m,388600.0,394562.86,-
2024-06-01 07:14:00,BTC/USDT,1m,391500.6,396983.5,-
2024-06-01 07:15:00,BTC/USDT,1m,394403.12,399745.25,-
2024-06-01 07:16:00,BTC/USDT,1m,397174.5,402763.05,-
2024-06-01 07:17:00,BTC/USDT,1m,399846.83,405179.48,-
2024-06-01 07:18:00,BTC/USDT,1m,402631.21,408484.79,-
2024-06-01 07:19:00,BTC/USDT,1m,405513.49,411394.87,-
2024-06-01 07:20:00,BTC/USDT,1m,408488.2,414618.79,-
2024-06-01 07:21:00,BTC/USDT,1m,411470.87,417676.44,-
2024-06-01 07:22:00,BTC/USDT,1m,414576.88,420709.49,-
2024-06-01 07:23:00,BTC/USDT,1m,417544.2,423321.39,-
2024-06-01 07:24:00,BTC/USDT,1m,420495.87,426153.22,-
2024-06-01 07:25:00,BTC/USDT,1m,423349.22,428885.54,-
2024-06-01 07:26:00,BTC/USDT,1m,426129.28,431576.75,-
2024-06-01 07:27:00,BTC/USDT,1m,428856.15,434343.84,-
2024-06-01 07:28:00,BTC/USDT,1m,431645.64,437268.85,-
2024-06-01 07:29:00,BTC/USDT,1m,434542.76,440638.81,-
2024-06-01 07:30:00,BTC/USDT,1m,437551.19,443927.68,-
2024-06-01 07:31:00,BTC/USDT,1m,440734.03,447490.97,-
2024-06-01 07:32:00,BTC/USDT,1m,444017.87,450763.02,-
2024-06-01 07:33:00,BTC/USDT,1m,447326.35,453811.25,-
2024-06-01 07:34:00,BTC/USDT,1m,450654.81,457281.14,-
2024-06-01 07:35:00,BTC/USDT,1m,453975.16,460529.41,-
2024-06-01 07:36:00,BTC/USDT,1m,457236.95,463799.92,-
2024-06-01 07:37:00,BTC/USDT,1m,460497.32,467064.86,-
2024-06-01 07:38:00,BTC/USDT,1m,463726.35,469956.42,-
2024-06-01 07:39:00,BTC/USDT,1m,467018.32,473740.97,-
2024-06-01 07:40:00,BTC/USDT,1m,470278.78,476831.74,-
2024-06-01 07:41:00,BTC/USDT,1m,473653.32,480672.62,-
2024-06-01 07:42:00,BTC/USDT,1m,477075.28,484174.67,-
2024-06-01 07:43:00,BTC/USDT,1m,480583.39,487496.94,-
2024-06-01 07:44:00,BTC/USDT,1m,483967.25,490660.27,-
2024-06-01 07:45:00,BTC/USDT,1m,487460.62,494298.61,-
2024-06-01 07:46:00,BTC/USDT,1m,490916.04,497949.71,-
2024-06-01 07:47:00,BTC/USDT,1m,494365.28,501420.85,-
2024-06-01 07:48:00,BTC/USDT,1m,497846.37,504902.39,-
2024-06-01 07:49:00,BTC/USDT,1m,501448.1,508668.93,-
2024-06-01 07:50:00,BTC/USDT,1m,504934.21,511729.15,-
2024-06-01 07:51:00,BTC/USDT,1m,508566.23,516109.85,-
2024-06-01 07:52:00,BTC/USDT,1m,512260.82,519893.77,-
2024-06-01 07:53:00,BTC/USDT,1m,516080.42,524000.41,-
2024-06-01 07:54:00,BTC/USDT,1m,519885.69,527695.28,-
2024-06-01 07:55:00,BTC/USDT,1m,523746.85,531034.92,-
2024-06-01 07:56:00,BTC/USDT,1m,527560.7,535179.1,-
2024-06-01 07:57:00,BTC/USDT,1m,531459.32,539386.88,-
2024-06-01 07:58:00,BTC/USDT,1m,535363.95,543523.58,-
2024-06-01 07:59:00,BTC/USDT,1m,539302.6,547388.51,-
2024-06-01 08:00:00,BTC/USDT,1m,543467.71,551860.46,-
2024-06-01 08:01:00,BTC/USDT,1m,547566.39,555672.54,-
2024-06-01 08:02:00,BTC/USDT,1m,551800.32,560556.51,-
2024-06-01 08:03:00,BTC/USDT,1m,555987.06,564457.29,-
2024-06-01 08:04:00,BTC/USDT,1m,560274.98,568828.11,-
2024-06-01 08:05:00,BTC/USDT,1m,564511.59,573043.48,-
2024-06-01 08:06:00,BTC/USDT,1m,568936.91,577799.17,-
2024-06-01 08:07:00,BTC/USDT,1m,573072.15,581232.72,-
2024-06-01 08:08:00,BTC/USDT,1m,577198.94,585091.21,-
2024-06-01 08:09:00,BTC/USDT,1m,581432.73,589997.07,-
2024-06-01 08:10:00,BTC/USDT,1m,585755.6,594657.85,-
2024-06-01 08:11:00,BTC/USDT,1m,589972.36,598882.96,-
2024-06-01 08:12:00,BTC/USDT,1m,594374.12,603241.5,-
2024-06-01 08:13:00,BTC/USDT,1m,599041.04,608425.84,-
2024-06-01 08:14:00,BTC/USDT,1m,603612.65,612855.1,-
2024-06-01 08:15:00,BTC/USDT,1m,608126.78,617228.49,-
2024-06-01 08:16:00,BTC/USDT,1m,612731.9,621908.56,-
2024-06-01 08:17:00,BTC/USDT,1m,617370.88,626436.41,-
2024-06-01 08:18:00,BTC/USDT,1m,621880.07,630971.77,-
2024-06-01 08:19:00,BTC/USDT,1m,626507.4,635991.76,-
2024-06-01 08:20:00,BTC/USDT,1m,631199.38,640688.42,-
2024-06-01 08:21:00,BTC/USDT,1m,636007.4,645948.62,-
2024-06-01 08:22:00,BTC/USDT,1m,640901.34,650906.13,-
2024-06-01 08:23:00,BTC/USDT,1m,645853.97,655734.94,-
2024-06-01 08:24:00,BTC/USDT,1m,650611.02,659777.0,-
2024-06-01 08:25:00,BTC/USDT,1m,655547.71,665371.84,-
2024-06-01 08:26:00,BTC/USDT,1m,660427.1,670345.61,-
2024-06-01 08:27:00,BTC/USDT,1m,665051.88,674030.02,-
2024-06-01 08:28:00,BTC/USDT,1m,669661.07,678780.88,-
2024-06-01 08:29:00,BTC/USDT,1m,674466.08,683802.05,-
2024-06-01 08:30:00,BTC/USDT,1m,679215.34,689118.15,-
2024-06-01 08:31:00,BTC/USDT,1m,684069.72,694617.51,-
2024-06-01 08:32:00,BTC/USDT,1m,689164.15,699502.18,-
2024-06-01 08:33:00,BTC/USDT,1m,694421.24,705066.29,-
2024-06-01 08:34:00,BTC/USDT,1m,699616.6,709778.86,-
2024-06-01 08:35:00,BTC/USDT,1m,704772.57,714898.03,-
2024-06-01 08:36:00,BTC/USDT,1m,709660.73,719058.29,-
2024-06-01 08:37:00,BTC/USDT,1m,714517.64,723786.73,-
2024-06-01 08:38:00,BTC/USDT,1m,719260.48,728780.48,-
2024-06-01 08:39:00,BTC/USDT,1m,723987.6,733414.47,-
2024-06-01 08:40:00,BTC/USDT,1m,728798.53,738952.7,-
2024-06-01 08:41:00,BTC/USDT,1m,733710.5,743618.12,-
2024-06-01 08:42:00,BTC/USDT,1m,739066.67,750567.57,-
2024-06-01 08:43:00,BTC/USDT,1m,744461.87,755756.47,-
2024-06-01 08:44:00,BTC/USDT,1m,750082.17,761515.98,-
2024-06-01 08:45:00,BTC/USDT,1m,755645.62,766769.94,-
2024-06-01 08:46:00,BTC/USDT,1m,761473.03,772755.18,-
2024-06-01 08:47:00,BTC/USDT,1m,767091.96,778662.23,-
2024-06-01 08:48:00,BTC/USDT,1m,772948.96,785041.46,-
2024-06-01 08:49:00,BTC/USDT,1m,778794.78,790745.11,-
2024-06-01 08:50:00,BTC/USDT,1m,784580.53,795698.67,-
2024-06-01 08:51:00,BTC/USDT,1m,790620.63,802955.66,-
2024-06-01 08:52:00,BTC/USDT,1m,796495.94,808038.78,-
2024-06-01 08:53:00,BTC/USDT,1m,802085.51,812989.32,-
2024-06-01 08:54:00,BTC/USDT,1m,807803.25,819333.8,-
2024-06-01 08:55:00,BTC/USDT,1m,813927.76,826321.24,-
2024-06-01 08:56:00,BTC/USDT,1m,819971.74,833175.56,-
2024-06-01 08:57:00,BTC/USDT,1m,826523.23,840796.23,-
2024-06-01 08:58:00,BTC/USDT,1m,833463.18,847689.08,-
2024-06-01 08:59:00,BTC/USDT,1m,840296.58,853500.77,-
2024-06-01 09:00:00,BTC/USDT,1m,846984.86,859762.64,-
2024-06-01 09:01:00,BTC/USDT,1m,853593.39,866218.24,-
2024-06-01 09:02:00,BTC/USDT,1m,859746.98,871564.17,-
2024-06-01 09:03:00,BTC/USDT,1m,865825.3,878080.69,-
2024-06-01 09:04:00,BTC/USDT,1m,872244.11,885594.81,-
2024-06-01 09:05:00,BTC/USDT,1m,878705.07,892067.42,-
2024-06-01 09:06:00,BTC/USDT,1m,885118.12,898283.49,-
2024-06-01 09:07:00,BTC/USDT,1m,892128.03,906613.74,-
2024-06-01 09:08:00,BTC/USDT,1m,899291.96,913900.33,-
2024-06-01 09:09:00,BTC/USDT,1m,906329.54,920782.7,-
2024-06-01 09:10:00,BTC/USDT,1m,913627.54,928557.44,-
2024-06-01 09:11:00,BTC/USDT,1m,921301.07,936651.15,-
2024-06-01 09:12:00,BTC/USDT,1m,928966.29,944939.82,-
2024-06-01 09:13:00,BTC/USDT,1m,936819.53,953166.52,-
2024-06-01 09:14:00,BTC/USDT,1m,945143.16,962400.87,-
2024-06-01 09:15:00,BTC/USDT,1m,953401.61,969849.68,-
2024-06-01 09:16:00,BTC/USDT,1m,961596.88,977627.51,-
2024-06-01 09:17:00,BTC/USDT,1m,969725.91,985584.98,-
2024-06-01 09:18:00,BTC/USDT,1m,977939.69,994235.4,-
2024-06-01 09:19:00,BTC/USDT,1m,985816.9,1001786.91,-
2024-06-01 09:20:00,BTC/USDT,1m,994017.34,1010851.89,-
2024-06-01 09:21:00,BTC/USDT,1m,1002307.11,1019076.37,-
2024-06-01 09:22:00,BTC/USDT,1m,1010624.23,1027170.58,-
2024-06-01 09:23:00,BTC/USDT,1m,1018965.52,1035941.87,-
2024-06-01 09:24:00,BTC/USDT,1m,1027326.72,1043592.88,-
2024-06-01 09:25:00,BTC/USDT,1m,1035564.71,1052041.85,-
2024-06-01 09:26:00,BTC/USDT,1m,1043822.68,1060366.23,-
2024-06-01 09:27:00,BTC/USDT,1m,1052521.52,1070664.79,-
2024-06-01 09:28:00,BTC/USDT,1m,1061354.04,1080104.43,-
2024-06-01 09:29:00,BTC/USDT,1m,1070562.58,1089635.62,-
2024-06-01 09:30:00,BTC/USDT,1m,1079847.01,1098463.97,-
2024-06-01 09:31:00,BTC/USDT,1m,1089436.73,1108314.84,-
2024-06-01 09:32:00,BTC/USDT,1m,1098896.46,1117963.43,-
2024-06-01 09:33:00,BTC/USDT,1m,1108211.5,1126679.63,-
2024-06-01 09:34:00,BTC/USDT,1m,1118062.12,1138888.73,-
2024-06-01 09:35:00,BTC/USDT,1m,1127904.29,1147674.84,-
2024-06-01 09:36:00,BTC/USDT,1m,1137746.76,1157527.16,-
2024-06-01 09:37:00,BTC/USDT,1m,1147519.74,1166828.35,-
2024-06-01 09:38:00,BTC/USDT,1m,1157471.58,1176438.8,-
2024-06-01 09:39:00,BTC/USDT,1m,1167037.63,1186719.0,-
2024-06-01 09:40:00,BTC/USDT,1m,1176680.87,1195891.05,-
2024-06-01 09:41:00,BTC/USDT,1m,1186226.75,1205256.54,-
2024-06-01 09:42:00,BTC/USDT,1m,1195658.53,1213987.26,-
2024-06-01 09:43:00,BTC/USDT,1m,1205068.19,1223487.11,-
2024-06-01 09:44:00,BTC/USDT,1m,1214494.01,1233848.07,-
2024-06-01 09:45:00,BTC/USDT,1m,1224306.77,1244954.85,-
2024-06-01 09:46:00,BTC/USDT,1m,1234219.99,1254822.65,-
2024-06-01 09:47:00,BTC/USDT,1m,1244400.79,1264891.25,-
2024-06-01 09:48:00,BTC/USDT,1m,1254625.94,1274612.88,-
2024-06-01 09:49:00,BTC/USDT,1m,1264871.54,1285076.05,-
2024-06-01 09:50:00,BTC/USDT,1m,1275059.71,1295895.73,-
2024-06-01 09:51:00,BTC/USDT,1m,1285649.24,1307770.3,-
2024-06-01 09:52:00,BTC/USDT,1m,1296247.81,1317884.09,-
2024-06-01 09:53:00,BTC/USDT,1m,1307755.46,1332151.14,-
2024-06-01 09:54:00,BTC/USDT,1m,1319589.53,1344246.37,-
2024-06-01 09:55:00,BTC/USDT,1m,1331315.96,1354527.91,-
2024-06-01 09:56:00,BTC/USDT,1m,1342942.81,1365904.56,-
2024-06-01 09:57:00,BTC/USDT,1m,1354801.22,1377176.14,-
2024-06-01 09:58:00,BTC/USDT,1m,1366179.56,1389042.81,-
2024-06-01 09:59:00,BTC/USDT,1m,1377553.24,1401114.8,-
2024-06-01 10:00:00,BTC/USDT,1m,1389246.2,1412992.68,-
2024-06-01 10:01:00,BTC/USDT,1m,1401042.55,1424886.3,-
2024-06-01 10:02:00,BTC/USDT,1m,1413132.79,1437627.35,-
2024-06-01 10:03:00,BTC/USDT,1m,1425592.03,1451339.0,-
2024-06-01 10:04:00,BTC/USDT,1m,1438091.48,1463612.09,-
2024-06-01 10:05:00,BTC/USDT,1m,1451450.16,1479786.05,-
2024-06-01 10:06:00,BTC/USDT,1m,1464811.51,1491693.04,-
2024-06-01 10:07:00,BTC/USDT,1m,1478789.38,1507516.7,-
2024-06-01 10:08:00,BTC/USDT,1m,1493039.05,1522587.38,-
2024-06-01 10:09:00,BTC/USDT,1m,1507736.96,1537101.64,-
2024-06-01 10:10:00,BTC/USDT,1m,1521957.22,1550887.34,-
2024-06-01 10:11:00,BTC/USDT,1m,1536048.73,1562150.6,-
2024-06-01 10:12:00,BTC/USDT,1m,1549960.25,1577074.28,-
2024-06-01 10:13:00,BTC/USDT,1m,1564059.82,1593085.23,-
2024-06-01 10:14:00,BTC/USDT,1m,1578045.97,1607032.39,-
2024-06-01 10:15:00,BTC/USDT,1m,1592428.29,1622798.97,-
2024-06-01 10:16:00,BTC/USDT,1m,1608122.75,1640622.89,-
2024-06-01 10:17:00,BTC/USDT,1m,1623754.92,1655235.14,-
2024-06-01 10:18:00,BTC/USDT,1m,1639147.08,1670045.99,-
2024-06-01 10:19:00,BTC/USDT,1m,1655097.03,1686782.17,-
2024-06-01 10:20:00,BTC/USDT,1m,1671513.34,1704880.51,-
2024-06-01 10:21:00,BTC/USDT,1m,1687636.13,1721236.82,-
2024-06-01 10:22:00,BTC/USDT,1m,1704436.81,1739238.58,-
2024-06-01 10:23:00,BTC/USDT,1m,1721739.69,1756560.38,-
2024-06-01 10:24:00,BTC/USDT,1m,1739156.11,1773864.28,-
2024-06-01 10:25:00,BTC/USDT,1m,1756796.54,1793082.66,-
2024-06-01 10:26:00,BTC/USDT,1m,1774544.66,1809977.38,-
2024-06-01 10:27:00,BTC/USDT,1m,1792145.49,1827242.77,-
2024-06-01 10:28:00,BTC/USDT,1m,1810037.1,1846018.42,-
2024-06-01 10:29:00,BTC/USDT,1m,1827822.99,1862793.74,-
2024-06-01 10:30:00,BTC/USDT,1m,1845871.37,1883324.53,-
2024-06-01 10:31:00,BTC/USDT,1m,1864580.01,1903520.57,-
2024-06-01 10:32:00,BTC/USDT,1m,1883960.53,1924145.37,-
2024-06-01 10:33:00,BTC/USDT,1m,1903535.28,1943892.17,-
2024-06-01 10:34:00,BTC/USDT,1m,1923487.06,1962552.68,-
2024-06-01 10:35:00,BTC/USDT,1m,1943373.63,1982757.36,-
2024-06-01 10:36:00,BTC/USDT,1m,1963173.65,2002520.69,-
